(3608,25,522,508,519,515)
(7199,26,503,502,501,513)
(7200,26,516,506,505,504)
(7201,26,503,515,505,504)
(7711,26,504,505,506,516)
(7712,26,513,501,502,503)
(7713,27,504,505,506,516)
(3097,27,515,519,508,522)
(3098,27,502,514,518,522)
(3099,27,515,519,523,511)
(3609,27,522,518,514,502)
(3610,27,511,523,519,515)
(3611,27,522,508,519,515)
(7202,28,503,502,501,513)
(7203,28,516,506,505,504)
(7204,28,503,515,505,504)
(7714,28,504,505,506,516)
(7715,28,513,501,502,503)
(7716,28,504,514,502,503)
(3100,28,515,519,508,522)
(3101,28,502,514,518,522)
(3102,28,515,519,523,511)
(3612,28,522,518,505,515)
(3613,28,511,523,519,515)
(3614,28,522,508,519,515)
(7205,29,503,502,501,513)
(7206,29,516,506,505,504)
(7207,29,503,515,505,504)
(7717,29,504,505,506,516)
(7718,29,513,501,502,503)
(7719,29,504,514,502,503)
(3103,29,515,519,508,522)
(3104,29,502,514,518,522)
(3105,29,515,519,523,511)
(3615,29,522,518,505,515)
(3616,29,511,523,519,515)
(3617,30,522,518,505,515)
(7208,31,503,502,501,513)
(7209,31,516,506,505,504)
(7210,31,503,515,505,504)
(7720,31,504,505,506,516)
(7721,31,513,501,502,503)
(7722,31,504,514,502,503)
(3106,31,515,519,508,522)
(3107,31,502,514,518,522)
(3108,31,515,519,523,511)
(3618,31,522,518,505,515)
(3619,31,511,523,519,515)
(3620,31,522,508,519,515)
(7211,32,503,502,501,513)
(7212,32,516,506,505,504)
(7213,32,503,515,505,504)
(7723,32,504,505,506,516)
(7724,32,513,501,502,503)
(7725,32,504,514,502,503)
(3109,32,515,519,508,522)
(3110,32,502,514,518,522)
(3111,32,515,519,523,511)
(3621,32,522,518,505,515)
(3622,32,511,523,519,515)
(3623,32,522,508,519,515)
(7214,33,503,502,501,513)
(7215,33,516,506,505,504)
(7216,33,503,515,505,504)
(7726,33,504,505,506,516)
(7727,33,513,501,502,503)
(7728,34,504,505,506,516)
(3112,34,515,519,508,522)
(3113,34,502,514,518,522)
(3114,34,515,519,523,511)
(3624,34,522,518,514,502)
(3625,34,511,523,519,515)
(3626,34,522,508,519,515)
(7217,35,503,502,501,513)
(7218,35,516,506,505,504)
(7219,35,503,515,505,504)
(7729,35,504,505,506,516)
(7730,35,513,501,502,503)
(7731,35,504,514,502,503)
(3115,35,515,519,508,522)
(3116,35,502,514,518,522)
(3117,35,515,519,523,511)
(3627,35,522,518,505,515)
(3628,35,511,523,519,515)
(3629,35,522,508,519,515)
(7220,36,503,502,501,513)
(7221,36,516,506,505,504)
(7222,36,503,515,505,504)
(7732,36,504,505,506,516)
(7733,36,513,501,502,503)
(7734,36,504,514,502,503)
(3118,36,515,519,508,522)
(3119,36,502,514,518,522)
(3120,36,515,519,523,511)
(3630,36,522,518,505,515)
(3631,36,511,523,519,515)
(3632,37,522,518,505,515)
(7223,38,503,502,501,513)
(7224,38,516,506,505,504)
(7225,38,503,515,505,504)
(7735,38,504,505,506,516)
(7736,38,513,501,502,503)
(7737,38,504,514,502,503)
(3121,38,515,519,508,522)
(3122,38,502,514,518,522)
(3123,38,515,519,523,511)
(3633,38,522,518,505,515)
(3634,38,511,523,519,515)
(3635,38,522,508,519,515)
(7226,39,503,502,501,513)
(7227,39,516,506,505,504)
(7228,39,503,515,505,504)
(7738,39,504,505,506,516)
(7739,39,513,501,502,503)
(7740,39,504,514,502,503)
(3124,39,515,519,508,522)
(3125,39,502,514,518,522)
(3126,39,515,519,523,511)
(3636,39,522,518,505,515)
(3637,39,511,523,519,515)
(3638,39,522,508,519,515)
(7229,40,503,502,501,513)
(7230,40,516,506,505,504)
(7231,40,503,515,505,504)
(7741,40,504,505,506,516)
(7742,40,513,501,502,503)
(7743,41,504,505,506,516)
(3127,41,515,519,508,522)
(3128,41,502,514,518,522)
(3129,41,515,519,523,511)
(3639,41,522,518,514,502)
(3640,41,511,523,519,515)
(3641,41,522,508,519,515)
(7232,42,503,502,501,513)
(7233,42,516,506,505,504)
(7234,42,503,515,505,504)
(7744,42,504,505,506,516)
(7745,42,513,501,502,503)
(7746,42,504,514,502,503)
(3130,42,515,519,508,522)
(3131,42,502,514,518,522)
(3132,42,515,519,523,511)
(3642,42,522,518,505,515)
(3643,42,511,523,519,515)
(3644,42,522,508,519,515)
(7235,43,503,502,501,513)
(7236,43,516,506,505,504)
(7237,43,503,515,505,504)
(7747,43,504,505,506,516)
(7748,43,513,501,502,503)
(7749,43,504,514,502,503)
(3133,43,515,519,508,522)
(3134,43,502,514,518,522)
(3135,43,515,519,523,511)
(3645,43,522,518,505,515)
(3646,43,511,523,519,515)
(3647,44,522,518,505,515)
(7238,45,503,502,501,513)
(7239,45,516,506,505,504)
(7240,45,503,515,505,504)
(7750,45,504,505,506,516)
(7751,45,513,501,502,503)
(7752,45,504,514,502,503)
(3136,45,515,519,508,522)
(3137,45,502,514,518,522)
(3138,45,515,519,523,511)
(3648,45,522,518,505,515)
(3649,45,511,523,519,515)
(3650,45,522,508,519,515)
(7241,46,503,502,501,513)
(7242,46,516,506,505,504)
(7243,46,503,515,505,504)
(7753,46,504,505,506,516)
(7754,46,513,501,502,503)
(7755,46,504,514,502,503)
(3139,46,515,519,508,522)
(3140,46,502,514,518,522)
(3141,46,515,519,523,511)
(3651,46,522,518,505,515)
(3652,46,511,523,519,515)
(3653,46,522,508,519,515)
(7244,47,503,502,501,513)
(7245,47,516,506,505,504)
(7246,47,503,515,505,504)
(7756,47,504,505,506,516)
(7757,47,513,501,502,503)
(7758,48,504,505,506,516)
(3142,48,515,519,508,522)
(3143,48,502,514,518,522)
(3144,48,515,519,523,511)
(3654,48,522,518,514,502)
(3655,48,511,523,519,515)
(3656,48,522,508,519,515)
(7247,49,503,502,501,513)
(7248,49,516,506,505,504)
(7249,49,503,515,505,504)
(7759,49,504,505,506,516)
(7760,49,513,501,502,503)
(7761,49,504,514,502,503)
(3145,49,515,519,508,522)
(3146,49,502,514,518,522)
(3147,49,515,519,523,511)
(3657,49,522,518,505,515)
(3658,49,511,523,519,515)
(3659,49,522,508,519,515)
(7250,50,503,502,501,513)
(7251,50,516,506,505,504)
(7252,50,503,515,505,504)
(7762,50,504,505,506,516)
(7763,50,513,501,502,503)
(7764,50,504,514,502,503)
(3148,50,515,519,508,522)
(3149,50,502,514,518,522)
(3150,50,515,519,523,511)
(3660,50,522,518,505,515)
(3661,50,511,523,519,515)
(3662,51,522,518,505,515)
(7253,52,503,502,501,513)
(7254,52,516,506,505,504)
(7255,52,503,515,505,504)
(7765,52,504,505,506,516)
(7766,52,513,501,502,503)
(7767,52,504,514,502,503)
(3151,52,515,519,508,522)
(3152,52,502,514,518,522)
(3153,52,515,519,523,511)
(3663,52,522,518,505,515)
(3664,52,511,523,519,515)
(3665,52,522,508,519,515)
(7256,53,503,502,501,513)
(7257,53,516,506,505,504)
(7258,53,503,515,505,504)
(7768,53,504,505,506,516)
(7769,53,513,501,502,503)
(7770,53,504,514,502,503)
(3154,53,515,519,508,522)
(3155,53,502,514,518,522)
(3156,53,515,519,523,511)
(3666,53,522,518,505,515)
(3667,53,511,523,519,515)
(3668,53,522,508,519,515)
(7259,54,503,502,501,513)
(7260,54,516,506,505,504)
(7261,54,503,515,505,504)
(7771,54,504,505,506,516)
(7772,54,513,501,502,503)
(7773,55,504,505,506,516)
(3157,55,515,519,508,522)
(3158,55,502,514,518,522)
(3159,55,515,519,523,511)
(3669,55,522,518,514,502)
(3670,55,511,523,519,515)
(3671,55,522,508,519,515)
(7262,56,503,502,501,513)
(7263,56,516,506,505,504)
(7264,56,503,515,505,504)
(7774,56,504,505,506,516)
(7775,56,513,501,502,503)
(7776,56,504,514,502,503)
(3160,56,515,519,508,522)
(3161,56,502,514,518,522)
(3162,56,515,519,523,511)
(3672,56,522,518,505,515)
(3673,56,511,523,519,515)
(3674,56,522,508,519,515)
(7265,57,503,502,501,513)
(7266,57,516,506,505,504)
(7267,57,503,515,505,504)
(7777,57,504,505,506,516)
(7778,57,513,501,502,503)
(7779,57,504,514,502,503)
(3163,57,515,519,508,522)
(3164,57,502,514,518,522)
(3165,57,515,519,523,511)
(3675,57,522,518,505,515)
(3676,57,511,523,519,515)
(3677,58,522,518,505,515)
(7268,59,503,502,501,513)
(7269,59,516,506,505,504)
(7270,59,503,515,505,504)
(7780,59,504,505,506,516)
(7781,59,513,501,502,503)
(7782,59,504,514,502,503)
(3166,59,515,519,508,522)
(3167,59,502,514,518,522)
(3168,59,515,519,523,511)
(3678,59,522,518,505,515)
(3679,59,511,523,519,515)
(3680,59,522,508,519,515)
(7271,60,503,502,501,513)
(7272,60,516,506,505,504)
(7273,60,503,515,505,504)
(7783,60,504,505,506,516)
(7784,60,513,501,502,503)
(7785,60,504,514,502,503)
(3169,60,515,519,508,522)
(3170,60,502,514,518,522)
(3171,60,515,519,523,511)
(3681,60,522,518,505,515)
(3682,60,511,523,519,515)
(3683,60,522,508,519,515)
(7274,61,503,502,501,513)
(7275,61,516,506,505,504)
(7276,61,503,515,505,504)
(7786,61,504,505,506,516)
(7787,61,513,501,502,503)
(7788,62,504,505,506,516)
(3172,62,515,519,508,522)
(3173,62,502,514,518,522)
(3174,62,515,519,523,511)
(3684,62,522,518,514,502)
(3685,62,511,523,519,515)
(3686,62,522,508,519,515)
(7277,63,503,502,501,513)
(7278,63,516,506,505,504)
(7279,63,503,515,505,504)
(7789,63,504,505,506,516)
(7790,63,513,501,502,503)
(7791,63,504,514,502,503)
(3175,63,515,519,508,522)
(3176,63,502,514,518,522)
(3177,63,515,519,523,511)
(3687,63,522,518,505,515)
(3688,63,511,523,519,515)
(3689,63,522,508,519,515)
(7280,64,503,502,501,513)
(7281,64,516,506,505,504)
(7282,64,503,515,505,504)
(7792,64,504,505,506,516)
(7793,64,513,501,502,503)
(7794,64,504,514,502,503)
(3178,64,515,519,508,522)
(3179,64,502,514,518,522)
(3180,64,515,519,523,511)
(3690,64,522,518,505,515)
(3691,64,511,523,519,515)
(3692,65,522,518,505,515)
(7283,66,503,502,501,513)
(7284,66,516,506,505,504)
(7285,66,503,515,505,504)
(7795,66,504,505,506,516)
(7796,66,513,501,502,503)
(7797,66,504,514,502,503)
(3181,66,515,519,508,522)
(3182,66,502,514,518,522)
(3183,66,515,519,523,511)
(3693,66,522,518,505,515)
(3694,66,511,523,519,515)
(3695,66,522,508,519,515)
(7286,67,503,502,501,513)
(7287,67,516,506,505,504)
(7288,67,503,515,505,504)
(7798,67,504,505,506,516)
(7799,67,513,501,502,503)
(7800,67,504,514,502,503)
(3184,67,515,519,508,522)
(3185,67,502,514,518,522)
(3186,67,515,519,523,511)
(3696,67,522,518,505,515)
(3697,67,511,523,519,515)
(3698,67,522,508,519,515)
(7289,68,503,502,501,513)
(7290,68,516,506,505,504)
(7291,68,503,515,505,504)
(7801,68,504,505,506,516)
(7802,68,513,501,502,503)
(7803,69,504,505,506,516)
(3187,69,515,519,508,522)
(3188,69,502,514,518,522)
(3189,69,515,519,523,511)
(3699,69,522,518,514,502)
(3700,69,511,523,519,515)
(3701,69,522,508,519,515)
(7292,70,503,502,501,513)
(7293,70,516,506,505,504)
(7294,70,503,515,505,504)
(7804,70,504,505,506,516)
(7805,70,513,501,502,503)
(7806,70,504,514,502,503)
(3190,70,515,519,508,522)
(3191,70,502,514,518,522)
(3192,70,515,519,523,511)
(3702,70,522,518,505,515)
(3703,70,511,523,519,515)
(3704,70,522,508,519,515)
(7295,71,503,502,501,513)
(7296,71,516,506,505,504)
(7297,71,503,515,505,504)
(7807,71,504,505,506,516)
(7808,71,513,501,502,503)
(7809,71,504,514,502,503)
(3193,71,515,519,508,522)
(3194,71,502,514,518,522)
(3195,71,515,519,523,511)
(3705,71,522,518,505,515)
(3706,71,511,523,519,515)
(3707,72,522,518,505,515)
(7298,73,503,502,501,513)
(7299,73,516,506,505,504)
(7300,73,503,515,505,504)
(7810,73,504,505,506,516)
(7811,73,513,501,502,503)
(7812,73,504,514,502,503)
(3196,73,515,519,508,522)
(3197,73,502,514,518,522)
(3198,73,515,519,523,511)
(3708,73,522,518,505,515)
(3709,73,511,523,519,515)
(3710,73,522,508,519,515)
(7301,74,503,502,501,513)
(7302,74,516,506,505,504)
(7303,74,503,515,505,504)
(7813,74,504,505,506,516)
(7814,74,513,501,502,503)
(7815,74,504,514,502,503)
(3199,74,515,519,508,522)
(3200,74,502,514,518,522)
(3201,74,515,519,523,511)
(3711,74,522,518,505,515)
(3712,74,511,523,519,515)
(3713,74,522,508,519,515)
(7304,75,503,502,501,513)
(7305,75,516,506,505,504)
(7306,75,503,515,505,504)
(7816,75,504,505,506,516)
(7817,75,513,501,502,503)
(7818,76,504,505,506,516)
(3202,76,515,519,508,522)
(3203,76,502,514,518,522)
(3204,76,515,519,523,511)
(3714,76,522,518,514,502)
(3715,76,511,523,519,515)
(3716,76,522,508,519,515)
(7307,77,503,502,501,513)
(7308,77,516,506,505,504)
(7309,77,503,515,505,504)
(7819,77,504,505,506,516)
(7820,77,513,501,502,503)
(7821,77,504,514,502,503)
(3205,77,515,519,508,522)
(3206,77,502,514,518,522)
(3207,77,515,519,523,511)
(3717,77,522,518,505,515)
(3718,77,511,523,519,515)
(3719,77,522,508,519,515)
(7310,78,503,502,501,513)
(7311,78,516,506,505,504)
(7312,78,503,515,505,504)
(7822,78,504,505,506,516)
(7823,78,513,501,502,503)
(7824,78,504,514,502,503)
(3208,78,515,519,508,522)
(3209,78,502,514,518,522)
(3210,78,515,519,523,511)
(3720,78,522,518,505,515)
(3721,78,511,523,519,515)
(3722,79,522,518,505,515)
(7313,80,503,502,501,513)
(7314,80,516,506,505,504)
(7315,80,503,515,505,504)
(7825,80,504,505,506,516)
(7826,80,513,501,502,503)
(7827,80,504,514,502,503)
(3211,80,515,519,508,522)
(3212,80,502,514,518,522)
(3213,80,515,519,523,511)
(3723,80,522,518,505,515)
(3724,80,511,523,519,515)
(3725,80,522,508,519,515)
(7316,81,503,502,501,513)
(7317,81,516,506,505,504)
(7318,81,503,515,505,504)
(7828,81,504,505,506,516)
(7829,81,513,501,502,503)
(7830,81,504,514,502,503)
(3214,81,515,519,508,522)
(3215,81,502,514,518,522)
(3216,81,515,519,523,511)
(3726,81,522,518,505,515)
(3727,81,511,523,519,515)
(3728,81,522,508,519,515)
(7319,82,503,502,501,513)
(7320,82,516,506,505,504)
(7321,82,503,515,505,504)
(7831,82,504,505,506,516)
(7832,82,513,501,502,503)
(7833,83,504,505,506,516)
(3217,83,515,519,508,522)
(3218,83,502,514,518,522)
(3219,83,515,519,523,511)
(3729,83,522,518,514,502)
(3730,83,511,523,519,515)
(3731,83,522,508,519,515)
(7322,84,503,502,501,513)
(7323,84,516,506,505,504)
(7324,84,503,515,505,504)
(7834,84,504,505,506,516)
(7835,84,513,501,502,503)
(7836,84,504,514,502,503)
(3220,84,515,519,508,522)
(3221,84,502,514,518,522)
(3222,84,515,519,523,511)
(3732,84,522,518,505,515)
(3733,84,511,523,519,515)
(3734,84,522,508,519,515)
(7325,85,503,502,501,513)
(7326,85,516,506,505,504)
(7327,85,503,515,505,504)
(7837,85,504,505,506,516)
(7838,85,513,501,502,503)
(7839,85,504,514,502,503)
(3223,85,515,519,508,522)
(3224,85,502,514,518,522)
(3225,85,515,519,523,511)
(3735,85,522,518,505,515)
(3736,85,511,523,519,515)
(3737,86,522,518,505,515)
(7328,87,503,502,501,513)
(7329,87,516,506,505,504)
(7330,87,503,515,505,504)
(7840,87,504,505,506,516)
(7841,87,513,501,502,503)
(7842,87,504,514,502,503)
(3226,87,515,519,508,522)
(3227,87,502,514,518,522)
(3228,87,515,519,523,511)
(3738,87,522,518,505,515)
(3739,87,511,523,519,515)
(3740,87,522,508,519,515)
(7331,88,503,502,501,513)
(7332,88,516,506,505,504)
(7333,88,503,515,505,504)
(7843,88,504,505,506,516)
(7844,88,513,501,502,503)
(7845,88,504,514,502,503)
(3229,88,515,519,508,522)
(3230,88,502,514,518,522)
(3231,88,515,519,523,511)
(3741,88,522,518,505,515)
(3742,88,511,523,519,515)
(3743,88,522,508,519,515)
(7334,89,503,502,501,513)
(7335,89,516,506,505,504)
(7336,89,503,515,505,504)
(7846,89,504,505,506,516)
(7847,89,513,501,502,503)
(7848,90,504,505,506,516)
(3232,90,515,519,508,522)
(3233,90,502,514,518,522)
(3234,90,515,519,523,511)
(3744,90,522,518,514,502)
(3745,90,511,523,519,515)
(3746,90,522,508,519,515)
(7337,91,503,502,501,513)
(7338,91,516,506,505,504)
(7339,91,503,515,505,504)
(7849,91,504,505,506,516)
(7850,91,513,501,502,503)
(7851,91,504,514,502,503)
(3235,91,515,519,508,522)
(3236,91,502,514,518,522)
(3237,91,515,519,523,511)
(3747,91,522,518,505,515)
(3748,91,511,523,519,515)
(3749,91,522,508,519,515)
(7340,92,503,502,501,513)
(7341,92,516,506,505,504)
(7342,92,503,515,505,504)
(7852,92,504,505,506,516)
(7853,92,513,501,502,503)
(7854,92,504,514,502,503)
(3238,92,515,519,508,522)
(3239,92,502,514,518,522)
(3240,92,515,519,523,511)
(3750,92,522,518,505,515)
(3751,92,511,523,519,515)
(3752,93,522,518,505,515)
(7343,94,503,502,501,513)
(7344,94,516,506,505,504)
(7345,94,503,515,505,504)
(7855,94,504,505,506,516)
(7856,94,513,501,502,503)
(7857,94,504,514,502,503)
(3241,94,515,519,508,522)
(3242,94,502,514,518,522)
(3243,94,515,519,523,511)
(3753,94,522,518,505,515)
(3754,94,511,523,519,515)
(3755,94,522,508,519,515)
(7346,95,503,502,501,513)
(7347,95,516,506,505,504)
(7348,95,503,515,505,504)
(7858,95,504,505,506,516)
(7859,95,513,501,502,503)
(7860,95,504,514,502,503)
(3244,95,515,519,508,522)
(3245,95,502,514,518,522)
(3246,95,515,519,523,511)
(3756,95,522,518,505,515)
(3757,95,511,523,519,515)
(3758,95,522,508,519,515)
(7349,96,503,502,501,513)
(7350,96,516,506,505,504)
(7351,96,503,515,505,504)
(7861,96,504,505,506,516)
(7862,96,513,501,502,503)
(7863,97,504,505,506,516)
(3247,97,515,519,508,522)
(3248,97,502,514,518,522)
(3249,97,515,519,523,511)
(3759,97,522,518,514,502)
(3760,97,511,523,519,515)
(3761,97,522,508,519,515)
(7352,98,503,502,501,513)
(7353,98,516,506,505,504)
(7354,98,503,515,505,504)
(7864,98,504,505,506,516)
(7865,98,513,501,502,503)
(7866,98,504,514,502,503)
(3250,98,515,519,508,522)
(3251,98,502,514,518,522)
(3252,98,515,519,523,511)
(3762,98,522,518,505,515)
(3763,98,511,523,519,515)
(3764,98,522,508,519,515)
(7355,99,503,502,501,513)
(7356,99,516,506,505,504)
(7357,99,503,515,505,504)
(7867,99,504,505,506,516)
(7868,99,513,501,502,503)
(7869,99,504,514,502,503)
(3253,99,515,519,508,522)
(3254,99,502,514,518,522)
(3255,99,515,519,523,511)
(3765,99,522,518,505,515)
(3766,99,511,523,519,515)
(3767,100,522,518,505,515)
(7358,101,503,502,501,513)
(7359,101,516,506,505,504)
(7360,101,503,515,505,504)
(7870,101,504,505,506,516)
(7871,101,513,501,502,503)
(7872,101,504,514,502,503)
(3256,101,515,519,508,522)
(3257,101,502,514,518,522)
(3258,101,515,519,523,511)
(3768,101,522,518,505,515)
(3769,101,511,523,519,515)
(3770,101,522,508,519,515)
(7361,102,503,502,501,513)
(7362,102,516,506,505,504)
(7363,102,503,515,505,504)
(7873,102,504,505,506,516)
(7874,102,513,501,502,503)
(7875,102,504,514,502,503)
(3259,102,515,519,508,522)
(3260,102,502,514,518,522)
(3261,102,515,519,523,511)
(3771,102,522,518,505,515)
(3772,102,511,523,519,515)
(3773,102,522,508,519,515)
(7364,103,503,502,501,513)
(7365,103,516,506,505,504)
(7366,103,503,515,505,504)
(7876,103,504,505,506,516)
(7877,103,513,501,502,503)
(7878,104,504,505,506,516)
(3262,104,515,519,508,522)
(3263,104,502,514,518,522)
(3264,104,515,519,523,511)
(3774,104,522,518,514,502)
(3775,104,511,523,519,515)
(3776,104,522,508,519,515)
(7367,105,503,502,501,513)
(7368,105,516,506,505,504)
(7369,105,503,515,505,504)
(7879,105,504,505,506,516)
(7880,105,513,501,502,503)
(7881,105,504,514,502,503)
(3265,105,515,519,508,522)
(3266,105,502,514,518,522)
(3267,105,515,519,523,511)
(3777,105,522,518,505,515)
(3778,105,511,523,519,515)
(3779,105,522,508,519,515)
(7370,106,503,502,501,513)
(7371,106,516,506,505,504)
(7372,106,503,515,505,504)
(7882,106,504,505,506,516)
(7883,106,513,501,502,503)
(7884,106,504,514,502,503)
(3268,106,515,519,508,522)
(3269,106,502,514,518,522)
(3270,106,515,519,523,511)
(3780,106,522,518,505,515)
(3781,106,511,523,519,515)
(3782,107,522,518,505,515)
(7373,108,503,502,501,513)
(7374,108,516,506,505,504)
(7375,108,503,515,505,504)
(7885,108,504,505,506,516)
(7886,108,513,501,502,503)
(7887,108,504,514,502,503)
(3271,108,515,519,508,522)
(3272,108,502,514,518,522)
(3273,108,515,519,523,511)
(3783,108,522,518,505,515)
(3784,108,511,523,519,515)
(3785,108,522,508,519,515)
(7376,109,503,502,501,513)
(7377,109,516,506,505,504)
(7378,109,503,515,505,504)
(7888,109,504,505,506,516)
(7889,109,513,501,502,503)
(7890,109,504,514,502,503)
(3274,109,515,519,508,522)
(3275,109,502,514,518,522)
(3276,109,515,519,523,511)
(3786,109,522,518,505,515)
(3787,109,511,523,519,515)
(3788,109,522,508,519,515)
(7379,110,503,502,501,513)
(7380,110,516,506,505,504)
(7381,110,503,515,505,504)
(7891,110,504,505,506,516)
(7892,110,513,501,502,503)
(7893,111,504,505,506,516)
(3277,111,515,519,508,522)
(3278,111,502,514,518,522)
(3279,111,515,519,523,511)
